57404312213102573130535121623701575324660752536153337662374157531437046612335353163756240153524131576357403153520146143661013724660733535321375624015352414060075253527613574301533301615357376157466121,{b'a': [(5, 7)], b'b': [(2, 2), (4, 5), (5, 4), (6, 5)], b'c': [(4, 4), (7, 5)], b'd': [(3, 1), (4, 3)], b'e': [(0, 1), (1, 4), (3, 0), (4, 1), (7, 6)], b'f': [(1, 0), (3, 4), (7, 0)], b'g': [(0, 7), (1, 2), (6, 2)], b'h': [(3, 3), (5, 2)], b'i': [(1, 1), (6, 0), (6, 6)], b'j': [(4, 7), (7, 3)], b'k': [(0, 0), (0, 6), (3, 5), (5, 5)], b'l': [(0, 4), (2, 4), (4, 6), (7, 7)], b'm': [(0, 2), (1, 3), (2, 7), (7, 1)], b'n': [(4, 0)], b'o': [(1, 6), (2, 1)], b'p': [(2, 6)], b'q': [(3, 2), (4, 2), (7, 4)], b'r': [(3, 7)], b's': [(3, 6), (6, 1)], b't': [(5, 3)], b'u': [(0, 5), (5, 6)], b'v': [(6, 4), (6, 7)], b'w': [(5, 0), (5, 1)], b'x': [(0, 3), (1, 5), (2, 3), (2, 5), (7, 2)], b'y': [(1, 7), (6, 3)], b'z': [(2, 0)]}
62217777155267504770465272770142771430475214777554317043317701774552165214143570771552475275142714400230457732775207735256770272771552165214645077151477774552561554733714166754635277012552254701635235,{b'a': [(1, 4)], b'b': [(2, 5), (6, 2)], b'c': [(2, 3)], b'd': [(7, 0)], b'e': [(5, 2)], b'f': [(6, 0), (7, 1)], b'g': [(3, 0)], b'h': [(0, 3), (1, 5), (4, 5)], b'i': [(0, 0), (0, 2), (4, 3), (5, 1), (5, 4)], b'j': [(2, 4), (6, 6)], b'k': [(6, 3)], b'l': [(6, 7)], b'm': [(0, 7), (4, 0)], b'n': [(3, 1), (3, 5), (7, 2)], b'o': [(0, 1), (5, 0)], b'p': [(0, 4), (0, 5), (0, 6), (1, 3), (7, 3)], b'q': [(1, 1), (2, 6), (3, 6), (5, 5), (6, 1)], b'r': [(1, 7), (4, 7)], b's': [(1, 6), (2, 7), (4, 6), (5, 6), (6, 4)], b't': [(7, 7)], b'u': [(2, 1), (4, 2)], b'v': [(4, 1), (5, 3), (7, 4), (7, 6)], b'w': [(3, 7), (7, 5)], b'x': [(3, 3)], b'y': [(1, 2), (3, 2), (3, 4), (5, 7)], b'z': [(1, 0), (2, 0), (2, 2), (4, 4), (6, 5)]}
32330405451356332770455711122713122026062420342706147454714645743346041402623304151272333214455732247633322045041446033205451373135662353354744537540346457445313737115700462032110545270606327177457446,{b'a': [(0, 7), (1, 4), (2, 0), (5, 7)], b'b': [(2, 5), (3, 0), (7, 3)], b'c': [(5, 5), (6, 5)], b'd': [(1, 1), (2, 4), (7, 0)], b'e': [(0, 6), (1, 3), (3, 7)], b'f': [(5, 4), (6, 3)], b'g': [(3, 4), (7, 7)], b'h': [(4, 5)], b'i': [(0, 3), (7, 1)], b'j': [(1, 6), (2, 3), (6, 1), (6, 4), (7, 2), (7, 6)], b'k': [(4, 3), (4, 7)], b'l': [(0, 2), (5, 6), (6, 2)], b'm': [(2, 2), (5, 1), (6, 6)], b'n': [(3, 2)], b'o': [(3, 3)], b'p': [(1, 2)], b'q': [(0, 1), (1, 7), (2, 1)], b'r': [(2, 6), (2, 7), (3, 1), (7, 5)], b's': [(4, 6)], b't': [(0, 5), (7, 4)], b'u': [(1, 5), (4, 1)], b'v': [(6, 0)], b'w': [(0, 4), (4, 2)], b'x': [(1, 0), (3, 6), (4, 0), (4, 4), (5, 3)], b'y': [(0, 0), (3, 5), (5, 0), (6, 7)], b'z': [(5, 2)]}
25115110520351552307030143515204455120356351565130476465243265075424052520513742434551351246606511243364511207422461651151374250201645675451601147315101512546275160131013566156144524545671235451725142,{b'a': [(1, 3), (3, 5), (4, 6), (4, 7), (6, 2), (7, 6)], b'b': [(6, 6), (7, 4)], b'c': [(3, 0), (5, 0)], b'd': [(2, 2), (6, 7)], b'e': [(5, 1)], b'f': [(0, 7), (7, 1)], b'g': [(1, 4)], b'h': [(1, 1), (2, 0)], b'i': [(1, 6), (3, 7), (4, 1)], b'j': [(2, 1)], b'k': [(0, 0), (0, 2), (2, 7), (5, 3)], b'l': [(2, 6), (4, 5)], b'm': [(0, 3), (0, 5), (6, 1)], b'n': [(5, 5), (6, 0)], b'o': [(1, 7), (2, 3), (2, 4), (5, 2)], b'p': [(0, 4), (3, 4), (4, 3), (7, 7)], b'q': [(0, 6), (4, 0), (4, 4), (7, 5)], b'r': [(4, 2), (5, 4)], b's': [(1, 2), (6, 4)], b't': [(2, 5), (6, 5)], b'u': [(3, 2), (3, 3)], b'v': [(1, 5), (3, 1), (6, 3), (7, 2)], b'w': [(1, 0)], b'x': [(7, 0), (7, 3)], b'y': [(0, 1), (5, 6)], b'z': [(3, 6), (5, 7)]}
22360215213621636043621644210100440171521342747122733662520144522416745652316345633667114527715200267456723127654515724527111635450044742127445074570072565160225662417407744550112774315321534556624252,{b'a': [(0, 1), (2, 7)], b'b': [(0, 5), (1, 3), (2, 4), (5, 1), (6, 4)], b'c': [(3, 0), (5, 5)], b'd': [(5, 0), (5, 2)], b'e': [(4, 5), (6, 0)], b'f': [(0, 7), (3, 4), (4, 6), (7, 6)], b'g': [(2, 2)], b'h': [(5, 3), (6, 3)], b'i': [(0, 0), (7, 4)], b'j': [(1, 2), (4, 0)], b'k': [(6, 5)], b'l': [(5, 6), (7, 2)], b'm': [(0, 6), (4, 3)], b'n': [(4, 4), (5, 4), (7, 1)], b'o': [(3, 6), (6, 2)], b'p': [(1, 5), (3, 2)], b'q': [(1, 0)], b'r': [(3, 5), (4, 1), (4, 2)], b's': [(1, 1)], b't': [(2, 0), (2, 1), (3, 1)], b'u': [(0, 2), (1, 6), (6, 7), (7, 7)], b'v': [(0, 3), (2, 3), (2, 5), (6, 1), (7, 0)], b'w': [(2, 6), (5, 7), (7, 3)], b'x': [(0, 4), (1, 4), (1, 7), (6, 6)], b'y': [(4, 7), (7, 5)], b'z': [(3, 3), (3, 7)]}
43575016124316505360243055412263165633207402030527147547503103547763777633237116002046605016726030555675711577464421475506776432221631022250103071764252441626772406167155332303772677214710040373017744,{b'a': [(4, 3), (4, 6)], b'b': [(1, 5)], b'c': [(0, 0), (2, 6)], b'd': [(5, 0)], b'e': [(2, 0), (2, 2), (7, 7)], b'f': [(1, 0), (5, 6), (7, 2)], b'g': [(1, 4), (3, 1)], b'h': [(0, 2), (0, 6), (4, 1)], b'i': [(0, 3), (1, 6)], b'j': [(2, 5), (3, 7), (5, 1), (6, 5)], b'k': [(2, 7)], b'l': [(4, 0), (7, 3)], b'm': [(6, 3), (7, 6)], b'n': [(0, 5), (5, 7), (6, 0)], b'o': [(3, 0), (4, 7), (7, 5)], b'p': [(2, 3), (5, 2)], b'q': [(1, 1), (3, 4), (3, 6)], b'r': [(4, 4), (4, 5), (7, 1)], b's': [(0, 4), (1, 2), (2, 1)], b't': [(2, 4), (5, 5), (7, 4)], b'u': [(5, 3)], b'v': [(0, 1), (0, 7), (5, 4)], b'w': [(3, 2), (3, 5), (6, 2), (6, 6)], b'x': [(1, 3)], b'y': [(3, 3), (4, 2), (6, 4)], b'z': [(1, 7), (6, 1), (6, 7), (7, 0)]}
66237237301544163020056047446130046702654002154402453075443772153072446624306047721530436005265432426024431457302644617372623047052365570262303630604730163040156741553044720675535661573050745706662430,{b'a': [(4, 4)], b'b': [(6, 6), (7, 0)], b'c': [(0, 7), (1, 2), (5, 3)], b'd': [(0, 4), (2, 6), (7, 3)], b'e': [(3, 0)], b'f': [(4, 7)], b'g': [(6, 3), (7, 7)], b'h': [(1, 5), (6, 2)], b'i': [(0, 6), (5, 4), (6, 5), (6, 7)], b'j': [(0, 0), (1, 3)], b'k': [(3, 4), (7, 1), (7, 6)], b'l': [(2, 4), (4, 3)], b'm': [(2, 5), (3, 1), (5, 0), (5, 5)], b'n': [(2, 1), (4, 0), (6, 1)], b'o': [(5, 6), (6, 0), (6, 4)], b'p': [(2, 0), (4, 2), (7, 4)], b'q': [(1, 7)], b'r': [(0, 5), (3, 5), (3, 6), (5, 2)], b's': [(0, 3), (3, 2), (4, 1), (7, 5)], b't': [(0, 2), (5, 7), (7, 2)], b'u': [(1, 4), (2, 3)], b'v': [(1, 6)], b'w': [(2, 2)], b'x': [(5, 1)], b'y': [(0, 1), (1, 0), (2, 7), (3, 7), (4, 5)], b'z': [(1, 1), (3, 3), (4, 6)]}
06475347536700734347340300722354641453644200425343420006662346355452364152361164535344465647560146356431365312461664730055576473447272364273440071603634313452004235443501354742444604102004265347336242,{b'a': [(2, 3), (4, 4)], b'b': [(0, 5), (1, 7), (5, 1), (5, 5), (6, 7)], b'c': [(1, 1), (4, 1), (7, 6)], b'd': [(0, 4), (2, 1), (5, 6)], b'e': [(0, 0), (4, 7)], b'f': [(1, 4), (5, 7)], b'g': [(2, 6), (6, 1)], b'h': [(0, 3), (1, 6), (3, 1), (5, 2)], b'i': [(1, 2), (3, 6)], b'j': [(1, 0), (4, 5)], b'k': [(4, 0), (5, 0), (6, 3), (6, 5)], b'l': [(7, 1), (7, 2), (7, 4), (7, 7)], b'm': [(5, 3)], b'n': [(3, 3), (4, 6)], b'o': [(6, 4)], b'p': [(0, 2), (3, 0)], b'q': [(1, 3), (2, 5)], b'r': [(0, 6), (7, 3)], b's': [(4, 2)], b't': [(3, 4), (3, 5), (6, 2)], b'u': [(0, 1), (0, 7), (2, 0)], b'v': [(1, 5), (6, 6), (7, 5)], b'w': [(5, 4), (6, 0)], b'x': [(2, 7), (3, 2)], b'y': [(4, 3)], b'z': [(2, 2), (2, 4), (3, 7), (7, 0)]}
57034254017006121442517061677010324200541630037336421547034211174130100452703601427241624211173712100654161273730112111273032730100070363356702647031275122010016274172256307354427351561714255154122470,{b'a': [(1, 2), (3, 0)], b'b': [(0, 7), (2, 1), (5, 7), (7, 6)], b'c': [(4, 4), (7, 2), (7, 7)], b'd': [(0, 4), (0, 6), (6, 5)], b'e': [(4, 2), (7, 0)], b'f': [(1, 3), (4, 6), (5, 6), (6, 6)], b'g': [(7, 5)], b'h': [(1, 6), (5, 3), (6, 7)], b'i': [(2, 0), (4, 7)], b'j': [(3, 1), (5, 5)], b'k': [(2, 4), (4, 3), (6, 3)], b'l': [(0, 3), (7, 3)], b'm': [(2, 5), (2, 7), (3, 2)], b'n': [(0, 0), (1, 0)], b'o': [(1, 7), (3, 3)], b'p': [(3, 4), (5, 2), (7, 1)], b'q': [(0, 5), (4, 5)], b'r': [(1, 4), (2, 3), (3, 6)], b's': [(0, 1), (5, 4)], b't': [(6, 2), (6, 4)], b'u': [(2, 2), (3, 7), (4, 1)], b'v': [(1, 5), (2, 6)], b'w': [(6, 1)], b'x': [(0, 2), (3, 5), (4, 0), (6, 0)], b'y': [(1, 1), (5, 1), (7, 4)], b'z': [(5, 0)]}
70336050245050027007331416500072047270165351673331527557501272675040504314535750755050435312142450527214245041103575501650243301504372565017426734531264535141124270075041732474200774757445075033655043,{b'a': [(3, 3), (4, 2)], b'b': [(5, 7)], b'c': [(2, 0), (5, 5)], b'd': [(0, 0), (0, 2), (3, 4)], b'e': [(5, 0)], b'f': [(1, 2)], b'g': [(0, 6), (2, 7), (7, 1)], b'h': [(0, 7), (2, 4)], b'i': [(1, 3), (3, 5), (7, 4)], b'j': [(3, 7)], b'k': [(1, 1), (3, 6), (6, 0)], b'l': [(3, 1)], b'm': [(2, 1), (4, 0), (5, 2), (6, 6)], b'n': [(0, 4), (4, 3), (4, 5), (4, 6), (5, 4)], b'o': [(5, 3), (7, 2)], b'p': [(3, 2), (6, 2)], b'q': [(0, 3), (0, 5), (6, 1)], b'r': [(4, 1), (5, 6), (6, 7)], b's': [(7, 5)], b't': [(1, 4), (7, 0)], b'u': [(5, 1)], b'v': [(0, 1), (6, 5)], b'w': [(1, 0), (1, 7), (2, 3), (6, 3), (7, 3)], b'x': [(1, 5), (2, 5), (3, 0), (7, 6)], b'y': [(1, 6), (4, 7), (6, 4)], b'z': [(2, 2), (2, 6), (4, 4), (7, 7)]}
46601423356365441753003767607217556114024110502563201714101457775072377514745674174114746350166121612514121744143545503414433714144317445435372424465635563725162132001443171000156033747253173734105536,{b'a': [(3, 7), (4, 1)], b'b': [(4, 6)], b'c': [(3, 3), (4, 0)], b'd': [(1, 6)], b'e': [(1, 7), (5, 6), (6, 3)], b'f': [(0, 7), (2, 1)], b'g': [(0, 6), (2, 2), (3, 6)], b'h': [(1, 2), (3, 5), (4, 3), (7, 4)], b'i': [(1, 0), (4, 5), (5, 7)], b'j': [(0, 1), (2, 7), (5, 1)], b'k': [(3, 4), (6, 4)], b'l': [(1, 1), (2, 4)], b'm': [(1, 5), (4, 7)], b'n': [(5, 0), (5, 2), (5, 5), (6, 5), (7, 6)], b'o': [(0, 5), (3, 2), (6, 1), (7, 7)], b'p': [(0, 3), (2, 0), (5, 3)], b'q': [(1, 3), (6, 2), (6, 6)], b'r': [(0, 0), (2, 5)], b's': [(3, 1), (5, 4), (7, 2), (7, 5)], b't': [(1, 4)], b'u': [(6, 0)], b'v': [(0, 2), (7, 3)], b'w': [(2, 3), (2, 6)], b'x': [(0, 4), (3, 0), (4, 2)], b'y': [(4, 4), (6, 7)], b'z': [(7, 0), (7, 1)]}
65756373712573071725553231242577557331164474717134755401637531777175632734717556016331537571744061015602776124542740266424620163634417734031447560742577564555617054754631314417325642633120743136733125,{b'a': [(1, 7), (2, 7), (7, 4)], b'b': [(3, 4)], b'c': [(3, 6)], b'd': [(2, 6), (5, 1), (6, 0), (6, 1)], b'e': [(7, 5)], b'f': [(5, 6)], b'g': [(1, 1), (6, 4), (7, 0)], b'h': [(1, 5), (2, 0), (2, 1), (3, 0), (4, 4), (5, 3)], b'i': [(7, 3)], b'j': [(4, 5)], b'k': [(1, 0)], b'l': [(7, 1)], b'm': [(5, 2), (5, 4), (6, 2)], b'n': [(3, 2), (4, 0), (4, 3), (4, 6)], b'o': [(0, 1), (2, 4), (4, 2), (7, 7)], b'p': [(0, 0), (1, 4), (4, 1), (5, 7), (7, 2)], b'q': [(6, 6)], b'r': [(6, 3)], b's': [(0, 2), (0, 5), (0, 7), (1, 2), (1, 3), (1, 6), (2, 2), (4, 7)], b't': [(3, 1)], b'u': [(5, 5)], b'v': [(3, 5), (6, 5)], b'w': [(0, 4), (0, 6), (5, 0), (7, 6)], b'x': [(0, 3), (2, 3), (3, 7), (6, 7)], b'y': [(2, 5)], b'z': [(3, 3)]}
67035105450443517504327556162037042644375642205151752654705620130222514610201764266036331351455413206523203201746573465175565142102023102065113606335642723033064635362732461151457415566464565175355654,{b'a': [(5, 6)], b'b': [(6, 2), (6, 4), (6, 7)], b'c': [(2, 3)], b'd': [(1, 3), (3, 5), (7, 3)], b'e': [(0, 4), (2, 6), (7, 4)], b'f': [(4, 0), (7, 2)], b'g': [(1, 4), (3, 4)], b'h': [(1, 0), (4, 5), (6, 0), (7, 5)], b'i': [(2, 0)], b'j': [(3, 1), (7, 6)], b'k': [(5, 2), (6, 3)], b'l': [(0, 1), (3, 3)], b'm': [(1, 7)], b'n': [(1, 1), (2, 2), (4, 3)], b'o': [(3, 6), (4, 6)], b'p': [(3, 2)], b'q': [(0, 7), (2, 1), (5, 0), (5, 3), (6, 1)], b'r': [(1, 6)], b's': [(1, 5), (3, 7), (4, 4), (6, 5), (7, 0)], b't': [(0, 6), (5, 1)], b'u': [(0, 2), (0, 3), (2, 5), (2, 7), (3, 0)], b'v': [(1, 2), (4, 7), (5, 5)], b'w': [(0, 5), (4, 2), (6, 6)], b'x': [(4, 1), (7, 7)], b'y': [(5, 4), (7, 1)], b'z': [(0, 0), (2, 4), (5, 7)]}
10241176770700107175603734011156372165211524572162555714015362717143767607677310245745072132641165247647764552047107557677073476377367643343360500607715761036767772345576467017437645522101767735712221,{b'a': [(1, 0), (1, 5), (3, 2), (6, 2)], b'b': [(0, 5), (5, 0)], b'c': [(3, 0), (5, 3)], b'd': [(1, 1), (1, 7), (5, 7)], b'e': [(0, 1), (0, 7), (3, 7), (5, 2)], b'f': [(6, 3), (6, 6)], b'g': [(2, 2), (6, 1)], b'h': [(4, 5), (7, 7)], b'i': [(3, 5), (5, 5), (6, 4), (7, 0)], b'j': [(0, 3), (5, 6)], b'k': [(0, 6), (5, 4)], b'l': [(6, 7), (7, 3)], b'm': [(0, 4), (1, 2)], b'n': [(2, 4), (7, 1)], b'o': [(4, 0), (4, 2), (4, 3), (4, 7), (7, 2)], b'p': [(4, 4)], b'q': [(0, 2), (2, 0), (2, 7), (3, 1)], b'r': [(3, 4), (7, 4)], b's': [(2, 1), (7, 5)], b't': [(7, 6)], b'u': [(3, 6), (6, 5)], b'v': [(1, 6), (5, 1)], b'w': [(1, 4), (2, 6), (6, 0)], b'x': [(2, 3)], b'y': [(0, 0), (2, 5), (3, 3), (4, 6)], b'z': [(1, 3), (4, 1)]}
54024035431637234737536360123630435172325201053433372054424226634613635422436345045254767062435124641370453647135424323002513737650262645476600254350412673754024530435167374354700330206351674506343311,{b'a': [(5, 4)], b'b': [(1, 5), (2, 6)], b'c': [(0, 6), (2, 2)], b'd': [(0, 5), (4, 0), (4, 5)], b'e': [(1, 1), (5, 1), (6, 3)], b'f': [(3, 6), (5, 7), (6, 1)], b'g': [(0, 1), (2, 3), (7, 7)], b'h': [(2, 0), (4, 3)], b'i': [(0, 0), (0, 4), (1, 6), (3, 2)], b'j': [(5, 5), (5, 6)], b'k': [(2, 5), (7, 2)], b'l': [(0, 3), (4, 2), (6, 0), (7, 0), (7, 6)], b'm': [(1, 4), (3, 3)], b'n': [(0, 2), (5, 2), (6, 7)], b'o': [(1, 2), (3, 4), (4, 7), (6, 4)], b'p': [(1, 7), (4, 6), (5, 3)], b'q': [(2, 7), (7, 3)], b'r': [(0, 7), (1, 3)], b's': [(3, 7)], b't': [(3, 0), (3, 5), (6, 2)], b'u': [(3, 1), (6, 5)], b'v': [(4, 4), (6, 6)], b'w': [(1, 0), (2, 4), (7, 5)], b'x': [(2, 1), (7, 1)], b'y': [(5, 0), (7, 4)], b'z': [(4, 1)]}
51307174325026006051240165577456617270101224012520717416016035040174014362745105510174205711213574557637134450511010655130715711602541235526746153017451061067513051103401715151370116673561017711107273,{b'a': [(2, 5), (2, 6)], b'b': [(1, 6)], b'c': [(4, 4), (5, 2)], b'd': [(4, 3), (6, 1)], b'e': [(0, 1), (7, 1)], b'f': [(0, 6), (1, 2), (5, 4), (6, 6)], b'g': [(2, 1), (5, 6), (7, 7)], b'h': [(2, 4), (3, 0), (3, 7), (5, 0)], b'i': [(0, 2), (1, 3), (3, 5), (5, 7)], b'j': [(3, 3), (4, 2)], b'k': [(0, 4), (2, 2), (3, 6), (6, 5)], b'l': [(0, 0), (6, 0)], b'm': [(3, 4), (4, 1), (7, 0), (7, 3)], b'n': [(7, 4)], b'o': [(0, 5), (1, 0), (7, 2)], b'p': [(1, 5), (2, 3)], b'q': [(1, 7)], b'r': [(1, 1), (6, 7)], b's': [(2, 7), (3, 2), (5, 5)], b't': [(5, 1)], b'u': [(4, 5), (6, 2)], b'v': [(2, 0), (6, 4)], b'w': [(5, 3), (7, 6)], b'x': [(3, 1), (4, 7)], b'y': [(1, 4), (4, 0), (4, 6), (7, 5)], b'z': [(0, 3), (0, 7), (6, 3)]}
25573774655014333167140131333457144720003170623443326020664504327414012022531025233240452004477053340214705020376702046504332033324556706574564230320276575425021550703131421401612560202276101561660110,{b'a': [(2, 5), (7, 6)], b'b': [(5, 1)], b'c': [(4, 3), (7, 7)], b'd': [(1, 5), (3, 7), (5, 4)], b'e': [(2, 0), (3, 4), (7, 0)], b'f': [(7, 4)], b'g': [(2, 3), (4, 0)], b'h': [(0, 1), (3, 3), (4, 7)], b'i': [(4, 2), (6, 7)], b'j': [(6, 1)], b'k': [(2, 4), (7, 3)], b'l': [(0, 3), (1, 2), (2, 7), (3, 6), (4, 4), (6, 4)], b'm': [(1, 3), (3, 0), (6, 0)], b'n': [(0, 2), (1, 0), (5, 7)], b'o': [(3, 2), (6, 5), (6, 6)], b'p': [(5, 2)], b'q': [(0, 5), (0, 7), (2, 6), (3, 5), (7, 2)], b'r': [(5, 0), (6, 2)], b's': [(2, 2), (5, 6)], b't': [(0, 4), (1, 4)], b'u': [(4, 5), (4, 6)], b'v': [(2, 1)], b'w': [(3, 1)], b'x': [(1, 1), (1, 6), (1, 7), (5, 5), (7, 1)], b'y': [(0, 0), (4, 1), (5, 3)], b'z': [(0, 6), (6, 3), (7, 5)]}
44354337212357525773534411304367005643117344317443117353143521213457373562437311313753312320316772564443142011775723117344413142533123203167725644431420112517747447521231177713113734531130173773313057,{b'a': [(4, 3)], b'b': [(0, 6), (2, 7), (6, 3), (6, 6), (7, 7)], b'c': [(0, 5), (3, 2), (3, 6), (4, 6), (5, 1), (7, 6)], b'd': [(0, 0), (1, 0), (2, 6)], b'e': [(3, 5), (4, 7), (5, 7)], b'f': [(7, 4)], b'g': [(3, 4), (7, 0), (7, 2)], b'h': [(4, 4), (5, 3)], b'i': [(1, 1)], b'j': [(0, 2), (2, 2)], b'k': [(0, 3), (4, 0)], b'l': [(1, 4), (2, 0)], b'm': [(3, 0)], b'n': [(3, 7), (6, 7)], b'o': [(3, 1)], b'p': [(2, 4), (7, 5)], b'q': [(0, 4), (7, 1)], b'r': [(1, 3), (5, 2), (5, 5), (6, 2), (6, 4)], b's': [(2, 1), (2, 5), (5, 6), (6, 5)], b't': [(7, 3)], b'u': [(1, 7), (4, 2)], b'v': [(0, 1), (4, 5), (5, 0), (6, 0)], b'w': [(2, 3)], b'x': [(6, 1)], b'y': [(0, 7), (1, 2), (1, 6), (4, 1)], b'z': [(1, 5), (3, 3), (5, 4)]}
52174251031207133242713246754652163707514751644064634503001563323651343042506351640363531640654037362625536713014237131351642520646340737265634036514652064251643225134201153652174251640126215563670126,{b'a': [(3, 1), (3, 4), (3, 7), (5, 2)], b'b': [(6, 7)], b'c': [(2, 0), (2, 1)], b'd': [(4, 2)], b'e': [(0, 1), (1, 2), (2, 5), (3, 2), (4, 0)], b'f': [(7, 3)], b'g': [(4, 1), (4, 5), (5, 6)], b'h': [(0, 3), (6, 4)], b'i': [(6, 3)], b'j': [(0, 5), (7, 1)], b'k': [(2, 7), (6, 1)], b'l': [(1, 3)], b'm': [(5, 3)], b'n': [(0, 6), (1, 7), (3, 0)], b'o': [(4, 7)], b'p': [(0, 0), (1, 1), (4, 3), (7, 2)], b'q': [(1, 0), (2, 2), (7, 4), (7, 6)], b'r': [(1, 4), (1, 5), (5, 5), (6, 5), (6, 6)], b's': [(2, 6), (3, 6), (4, 6), (6, 2)], b't': [(5, 1)], b'u': [(7, 5)], b'v': [(2, 4), (5, 4), (6, 0), (7, 7)], b'w': [(1, 6), (5, 0), (7, 0)], b'x': [(3, 5)], b'y': [(0, 2), (0, 7), (4, 4), (5, 7)], b'z': [(0, 4), (2, 3), (3, 3)]}
74727343527552723666413011216361040165760165563516614470417176162173341273554011553432522173557444154212217552720171734232176335633434730434364470550663630234703444553525406504447017017672207342755272,{b'a': [(0, 6), (1, 7), (4, 0), (4, 1)], b'b': [(3, 1), (5, 7), (7, 4)], b'c': [(2, 3), (2, 7), (5, 3), (5, 6), (6, 4)], b'd': [(7, 6)], b'e': [(2, 1), (3, 4), (4, 4), (4, 5)], b'f': [(1, 5), (7, 7)], b'g': [(3, 2), (4, 3), (5, 1)], b'h': [(0, 4), (5, 5)], b'i': [(0, 1), (3, 5)], b'j': [(0, 3), (2, 6), (6, 7)], b'k': [(0, 0), (3, 3), (4, 6), (5, 4)], b'l': [(6, 1), (6, 3)], b'm': [(2, 5), (5, 0)], b'n': [(2, 0), (7, 1)], b'o': [(4, 2), (5, 2)], b'p': [(1, 3), (1, 6)], b'q': [(2, 4), (6, 0)], b'r': [(1, 2), (3, 6)], b's': [(6, 5), (7, 0)], b't': [(1, 1), (7, 3)], b'u': [(7, 2)], b'v': [(0, 7), (2, 2), (4, 7)], b'w': [(1, 0), (6, 6)], b'x': [(3, 7)], b'y': [(0, 2), (3, 0), (7, 5)], b'z': [(0, 5), (1, 4), (6, 2)]}
47124752464747766517120747435757504151771524435741775465430041121312130241521561757633474357131231164552574750571777631246101042413377464775415771107702315247772777012267764743575750500633763154511231,{b'a': [(5, 2), (7, 7)], b'b': [(0, 2), (4, 0)], b'c': [(1, 6), (4, 4), (6, 1)], b'd': [(0, 6), (2, 2), (6, 4), (7, 4)], b'e': [(1, 2), (5, 0), (5, 4), (7, 5)], b'f': [(3, 3)], b'g': [(3, 0), (6, 2)], b'h': [(4, 7)], b'i': [(4, 3)], b'j': [(3, 4)], b'k': [(6, 3), (7, 3)], b'l': [(3, 7), (5, 6), (6, 5)], b'm': [(1, 3), (2, 7)], b'n': [(0, 0), (0, 1), (0, 7), (1, 5), (2, 1)], b'o': [(1, 0), (2, 3), (7, 6)], b'p': [(1, 7), (3, 5), (6, 6)], b'q': [(2, 6)], b'r': [(3, 1), (4, 1)], b's': [(5, 7)], b't': [(2, 4), (4, 6), (6, 7), (7, 1)], b'u': [(4, 2), (6, 0)], b'v': [(5, 1), (7, 0), (7, 2)], b'w': [(0, 4), (0, 5), (1, 1), (2, 0), (5, 3)], b'x': [(3, 2), (5, 5)], b'y': [(1, 4), (2, 5), (4, 5)], b'z': [(0, 3), (3, 6)]}
03755343216021145044546014603373435043643610574425033621732714101303552167431057706003343432615621255022757354504304747232674365014015504321421164305003464667432166046610713314520165574364424304031673,{b'a': [(0, 3), (1, 0)], b'b': [(0, 0), (6, 1), (7, 2)], b'c': [(1, 2), (2, 5)], b'd': [(4, 4), (5, 3), (7, 0)], b'e': [(0, 4), (2, 1), (6, 4)], b'f': [(0, 2), (4, 7), (6, 3)], b'g': [(2, 4), (3, 7), (5, 2)], b'h': [(4, 3)], b'i': [(3, 3), (6, 5)], b'j': [(5, 6)], b'k': [(1, 1), (5, 1)], b'l': [(4, 6)], b'm': [(3, 6), (4, 0), (7, 4)], b'n': [(1, 4), (5, 7), (7, 5)], b'o': [(1, 5), (2, 7), (4, 1), (5, 4)], b'p': [(3, 0), (4, 5)], b'q': [(0, 7), (3, 1), (6, 2)], b'r': [(1, 6), (4, 2), (5, 5)], b's': [(0, 1), (3, 4), (6, 6)], b't': [(5, 0), (6, 7), (7, 3)], b'u': [(2, 0), (2, 2), (3, 2)], b'v': [(2, 6), (7, 7)], b'w': [(6, 0)], b'x': [(0, 5), (0, 6), (2, 3), (7, 6)], b'y': [(1, 7), (3, 5), (7, 1)], b'z': [(1, 3)]}
